movieId,title,genres,year,clean_title
3265,Hard-Boiled (Lat sau san taam) (1992),action|crime|drama|thriller,1992,Hard-Boiled (Lat sau san taam)
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),comedy|crime|drama|thriller,1992,Man Bites Dog (C'est arrivé près de chez vous)
3267,"Mariachi, El (1992)",action|crime|thriller|western,1992,"Mariachi, El"
3268,Stop! Or My Mom Will Shoot (1992),action|comedy,1992,Stop! Or My Mom Will Shoot
3269,Forever Young (1992),drama|romance|sci-fi,1992,Forever Young
3270,"Cutting Edge, The (1992)",comedy|drama|romance,1992,"Cutting Edge, The"
3271,Of Mice and Men (1992),drama,1992,Of Mice and Men
3272,Bad Lieutenant (1992),crime|drama,1992,Bad Lieutenant
3273,Scream 3 (2000),comedy|horror|mystery|thriller,2000,Scream 3
3274,Single White Female (1992),drama|thriller,1992,Single White Female
3275,"Boondock Saints, The (2000)",action|crime|drama|thriller,2000,"Boondock Saints, The"
3276,Gun Shy (2000),comedy,2000,Gun Shy
3280,"Baby, The (1973)",horror,1973,"Baby, The"
3281,"Brandon Teena Story, The (1998)",documentary,1998,"Brandon Teena Story, The"
3283,Minnie and Moskowitz (1971),action,1971,Minnie and Moskowitz
3284,They Might Be Giants (1971),comedy|mystery|romance,1971,They Might Be Giants
3285,"Beach, The (2000)",adventure|drama,2000,"Beach, The"
3286,Snow Day (2000),comedy,2000,Snow Day
3287,"Tigger Movie, The (2000)",animation|children,2000,"Tigger Movie, The"
3289,Not One Less (Yi ge dou bu neng shao) (1999),drama,1999,Not One Less (Yi ge dou bu neng shao)
3294,Eaten Alive (1977),horror,1977,Eaten Alive
3295,Raining Stones (1993),drama,1993,Raining Stones
3296,To Sir with Love (1967),drama,1967,To Sir with Love
3298,Boiler Room (2000),crime|drama|thriller,2000,Boiler Room
3299,Hanging Up (2000),comedy|drama,2000,Hanging Up
3300,Pitch Black (2000),horror|sci-fi|thriller,2000,Pitch Black
3301,"Whole Nine Yards, The (2000)",comedy|crime,2000,"Whole Nine Yards, The"
3302,Beautiful People (1999),comedy,1999,Beautiful People
3303,Black Tar Heroin: The Dark End of the Street (2000),documentary,2000,Black Tar Heroin: The Dark End of the Street
3306,"Circus, The (1928)",comedy,1928,"Circus, The"
3307,City Lights (1931),comedy|drama|romance,1931,City Lights
3308,"Flamingo Kid, The (1984)",comedy|drama,1984,"Flamingo Kid, The"
3310,"Kid, The (1921)",comedy|drama,1921,"Kid, The"
3313,Class Reunion (1982),comedy,1982,Class Reunion
3315,Happy Go Lovely (1951),musical,1951,Happy Go Lovely
3316,Reindeer Games (2000),action|thriller,2000,Reindeer Games
3317,Wonder Boys (2000),comedy|drama,2000,Wonder Boys
3323,Chain of Fools (2000),comedy|crime,2000,Chain of Fools
3324,Drowning Mona (2000),comedy,2000,Drowning Mona
3325,"Next Best Thing, The (2000)",comedy|drama,2000,"Next Best Thing, The"
3326,What Planet Are You From? (2000),comedy|sci-fi,2000,What Planet Are You From?
3327,Beyond the Mat (1999),documentary,1999,Beyond the Mat
3328,Ghost Dog: The Way of the Samurai (1999),crime|drama,1999,Ghost Dog: The Way of the Samurai
3329,The Year My Voice Broke (1987),drama|romance,1987,The Year My Voice Broke
3330,Splendor in the Grass (1961),drama|romance,1961,Splendor in the Grass
3331,My Tutor (1983),drama,1983,My Tutor
3334,Key Largo (1948),crime|drama|film-noir|thriller,1948,Key Largo
3338,For All Mankind (1989),documentary,1989,For All Mankind
3341,Born Yesterday (1950),comedy,1950,Born Yesterday
3342,Birdy (1984),drama|war,1984,Birdy
3344,Blood Feast (1963),horror,1963,Blood Feast
3345,"Charlie, the Lonesome Cougar (1967)",adventure|children,1967,"Charlie, the Lonesome Cougar"
3347,Never Cry Wolf (1983),adventure|drama,1983,Never Cry Wolf
3350,"Raisin in the Sun, A (1961)",drama,1961,"Raisin in the Sun, A"
3353,"Closer You Get, The (2000)",comedy|romance,2000,"Closer You Get, The"
3354,Mission to Mars (2000),sci-fi,2000,Mission to Mars
3355,"Ninth Gate, The (1999)",fantasy|horror|mystery|thriller,1999,"Ninth Gate, The"
3357,East-West (Est-ouest) (1999),drama|romance,1999,East-West (Est-ouest)
3358,Defending Your Life (1991),comedy|drama|fantasy|romance,1991,Defending Your Life
3359,Breaking Away (1979),comedy|drama,1979,Breaking Away
3360,Hoosiers (a.k.a. Best Shot) (1986),drama|romance,1986,Hoosiers (a.k.a. Best Shot)
3361,Bull Durham (1988),comedy|drama|romance,1988,Bull Durham
3362,Dog Day Afternoon (1975),crime|drama,1975,Dog Day Afternoon
3363,American Graffiti (1973),comedy|drama,1973,American Graffiti
3364,"Asphalt Jungle, The (1950)",crime|film-noir,1950,"Asphalt Jungle, The"
3365,"Searchers, The (1956)",drama|western,1956,"Searchers, The"
3368,"Big Country, The (1958)",romance|western,1958,"Big Country, The"
3370,Betrayed (1988),drama|thriller,1988,Betrayed
3372,"Bridge at Remagen, The (1969)",action|war,1969,"Bridge at Remagen, The"
3374,Daughters of the Dust (1991),drama,1991,Daughters of the Dust
3378,"Ogre, The (Unhold, Der) (1996)",drama,1996,"Ogre, The (Unhold, Der)"
3379,On the Beach (1959),drama,1959,On the Beach
3384,"Taking of Pelham One Two Three, The (1974)",action|crime,1974,"Taking of Pelham One Two Three, The"
3385,Volunteers (1985),comedy,1985,Volunteers
3386,JFK (1991),drama|mystery|thriller,1991,JFK
3387,Who's Harry Crumb? (1989),comedy|mystery,1989,Who's Harry Crumb?
3388,Harry and the Hendersons (1987),children|comedy,1987,Harry and the Hendersons
3389,Let's Get Harry (1986),action|adventure,1986,Let's Get Harry
3390,Shanghai Surprise (1986),adventure|crime|drama|romance,1986,Shanghai Surprise
3391,Who's That Girl? (1987),comedy,1987,Who's That Girl?
3392,She-Devil (1989),comedy,1989,She-Devil
3393,Date with an Angel (1987),comedy|fantasy|romance,1987,Date with an Angel
3394,Blind Date (1987),comedy|romance,1987,Blind Date
3395,Nadine (1987),comedy,1987,Nadine
3396,"Muppet Movie, The (1979)",adventure|children|comedy|musical,1979,"Muppet Movie, The"
3397,"Great Muppet Caper, The (1981)",children|comedy,1981,"Great Muppet Caper, The"
3398,"Muppets Take Manhattan, The (1984)",children|comedy|musical,1984,"Muppets Take Manhattan, The"
3400,We're Back! A Dinosaur's Story (1993),adventure|animation|children|fantasy,1993,We're Back! A Dinosaur's Story
3401,Baby... Secret of the Lost Legend (1985),adventure|sci-fi,1985,Baby... Secret of the Lost Legend
3402,Turtle Diary (1985),comedy|drama|romance,1985,Turtle Diary
3403,Raise the Titanic (1980),drama|thriller,1980,Raise the Titanic
3404,Titanic (1953),action|drama,1953,Titanic
3405,"Night to Remember, A (1958)",action|drama,1958,"Night to Remember, A"
3406,Captain Horatio Hornblower R.N. (1951),action|adventure|drama|war,1951,Captain Horatio Hornblower R.N.
3408,Erin Brockovich (2000),drama,2000,Erin Brockovich
3409,Final Destination (2000),drama|thriller,2000,Final Destination
3410,Soft Fruit (1999),comedy|drama,1999,Soft Fruit
3412,"Bear, The (Ours, L') (1988)",adventure|children|drama,1988,"Bear, The (Ours, L')"
3414,Love Is a Many-Splendored Thing (1955),drama|romance|war,1955,Love Is a Many-Splendored Thing
3415,"Mirror, The (Zerkalo) (1975)",drama,1975,"Mirror, The (Zerkalo)"
3417,"Crimson Pirate, The (1952)",adventure|comedy,1952,"Crimson Pirate, The"
3418,Thelma & Louise (1991),adventure|crime|drama,1991,Thelma & Louise
3420,...And Justice for All (1979),drama|thriller,1979,...And Justice for All
3421,Animal House (1978),comedy,1978,Animal House
3422,She's Gotta Have It (1986),comedy|romance,1986,She's Gotta Have It
3423,School Daze (1988),drama,1988,School Daze
3424,Do the Right Thing (1989),drama,1989,Do the Right Thing
3425,Mo' Better Blues (1990),drama|musical,1990,Mo' Better Blues
3426,Jungle Fever (1991),drama|romance,1991,Jungle Fever
3428,"Champ, The (1979)",drama,1979,"Champ, The"
3429,Creature Comforts (1989),animation|comedy,1989,Creature Comforts
3430,Death Wish (1974),action|crime|drama,1974,Death Wish
3431,Death Wish 2 (1982),action|drama,1982,Death Wish 2
3432,Death Wish 3 (1985),action|drama,1985,Death Wish 3
3433,Death Wish 4: The Crackdown (1987),action|drama,1987,Death Wish 4: The Crackdown
3434,Death Wish 5: The Face of Death (1994),action|drama,1994,Death Wish 5: The Face of Death
3435,Double Indemnity (1944),crime|drama|film-noir,1944,Double Indemnity
3436,Dying Young (1991),drama|romance,1991,Dying Young
3438,Teenage Mutant Ninja Turtles (1990),action|children|comedy|fantasy|sci-fi,1990,Teenage Mutant Ninja Turtles
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),action|children|fantasy,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3440,Teenage Mutant Ninja Turtles III (1993),action|adventure|children|comedy|fantasy,1993,Teenage Mutant Ninja Turtles III
3441,Red Dawn (1984),action|drama|war,1984,Red Dawn
3442,Band of the Hand (1986),action|crime|drama,1986,Band of the Hand
3444,Bloodsport (1988),action,1988,Bloodsport
3445,Eyes of Laura Mars (1978),mystery|thriller,1978,Eyes of Laura Mars
3446,Funny Bones (1995),comedy|drama,1995,Funny Bones
3447,"Good Earth, The (1937)",drama,1937,"Good Earth, The"
3448,"Good Morning, Vietnam (1987)",comedy|drama|war,1987,"Good Morning, Vietnam"
3449,"Good Mother, The (1988)",drama,1988,"Good Mother, The"
3450,Grumpy Old Men (1993),comedy,1993,Grumpy Old Men
3451,Guess Who's Coming to Dinner (1967),drama,1967,Guess Who's Coming to Dinner
3452,Romeo Must Die (2000),action|crime|romance|thriller,2000,Romeo Must Die
3453,Here on Earth (2000),drama|romance,2000,Here on Earth
3454,Whatever It Takes (2000),comedy|romance,2000,Whatever It Takes
3455,Buddy Boy (1999),drama|thriller,1999,Buddy Boy
3456,"Color of Paradise, The (Rang-e khoda) (1999)",drama,1999,"Color of Paradise, The (Rang-e khoda)"
3459,Gothic (1986),drama|horror,1986,Gothic
3461,Lord of the Flies (1963),adventure|drama|thriller,1963,Lord of the Flies
3462,Modern Times (1936),comedy|drama|romance,1936,Modern Times
3466,Heart and Souls (1993),comedy|fantasy,1993,Heart and Souls
3467,Hud (1963),drama|western,1963,Hud
3468,"Hustler, The (1961)",drama,1961,"Hustler, The"
3469,Inherit the Wind (1960),drama,1960,Inherit the Wind
3470,Dersu Uzala (1975),adventure|drama,1975,Dersu Uzala
3471,Close Encounters of the Third Kind (1977),adventure|drama|sci-fi,1977,Close Encounters of the Third Kind
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),comedy,1976,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000)
3474,Retroactive (1997),sci-fi|thriller,1997,Retroactive
3475,"Place in the Sun, A (1951)",drama|romance,1951,"Place in the Sun, A"
3476,Jacob's Ladder (1990),horror|mystery,1990,Jacob's Ladder
3477,Empire Records (1995),comedy|drama,1995,Empire Records
3478,"Bamba, La (1987)",drama,1987,"Bamba, La"
3479,Ladyhawke (1985),adventure|fantasy|romance,1985,Ladyhawke
3480,Lucas (1986),drama|romance,1986,Lucas
3481,High Fidelity (2000),comedy|drama|romance,2000,High Fidelity
3483,"Road to El Dorado, The (2000)",animation|children,2000,"Road to El Dorado, The"
3484,"Skulls, The (2000)",thriller,2000,"Skulls, The"
3489,Hook (1991),adventure|comedy|fantasy,1991,Hook
3492,"Son of the Sheik, The (1926)",adventure|comedy|romance,1926,"Son of the Sheik, The"
3494,True Grit (1969),adventure|drama|western,1969,True Grit
3496,Madame Sousatzka (1988),drama,1988,Madame Sousatzka
3497,Max Dugan Returns (1983),comedy,1983,Max Dugan Returns
3498,Midnight Express (1978),drama,1978,Midnight Express
3499,Misery (1990),drama|horror|thriller,1990,Misery
3500,Mr. Saturday Night (1992),comedy|drama,1992,Mr. Saturday Night
3501,Murphy's Romance (1985),comedy|romance,1985,Murphy's Romance
3502,My Life (1993),drama,1993,My Life
3503,Solaris (Solyaris) (1972),drama|mystery|sci-fi,1972,Solaris (Solyaris)
3504,Network (1976),comedy|drama,1976,Network
3505,No Way Out (1987),drama|mystery|thriller,1987,No Way Out
3506,North Dallas Forty (1979),comedy|drama,1979,North Dallas Forty
3507,"Odd Couple, The (1968)",comedy,1968,"Odd Couple, The"
3508,"Outlaw Josey Wales, The (1976)",action|adventure|drama|thriller|western,1976,"Outlaw Josey Wales, The"
3510,Frequency (2000),drama|thriller,2000,Frequency
3511,Ready to Rumble (2000),comedy,2000,Ready to Rumble
3512,Return to Me (2000),drama|romance,2000,Return to Me
3513,Rules of Engagement (2000),drama|thriller,2000,Rules of Engagement
3514,Joe Gould's Secret (2000),drama,2000,Joe Gould's Secret
3515,Me Myself I (2000),comedy|romance,2000,Me Myself I
3516,"Bell, Book and Candle (1958)",comedy|fantasy|romance,1958,"Bell, Book and Candle"
3519,Force 10 from Navarone (1978),action|drama|war,1978,Force 10 from Navarone
3521,Mystery Train (1989),comedy|drama,1989,Mystery Train
3524,Arthur (1981),comedy|romance,1981,Arthur
3525,Bachelor Party (1984),comedy,1984,Bachelor Party
3526,Parenthood (1989),comedy|drama,1989,Parenthood
3527,Predator (1987),action|sci-fi|thriller,1987,Predator
3528,"Prince of Tides, The (1991)",drama|romance,1991,"Prince of Tides, The"
3529,"Postman Always Rings Twice, The (1981)",crime|thriller,1981,"Postman Always Rings Twice, The"
3531,All the Vermeers in New York (1990),comedy|drama|romance,1990,All the Vermeers in New York
3534,28 Days (2000),drama,2000,28 Days
3535,American Psycho (2000),crime|horror|mystery|thriller,2000,American Psycho
3536,Keeping the Faith (2000),comedy|drama|romance,2000,Keeping the Faith
3537,Where the Money Is (2000),comedy|drama,2000,Where the Money Is
3538,East is East (1999),comedy,1999,East is East
3539,"Filth and the Fury, The (2000)",documentary,2000,"Filth and the Fury, The"
3543,Diner (1982),comedy|drama,1982,Diner
3544,Shakes the Clown (1992),comedy,1992,Shakes the Clown
3545,Cabaret (1972),drama|musical,1972,Cabaret
3546,What Ever Happened to Baby Jane? (1962),drama|horror|thriller,1962,What Ever Happened to Baby Jane?
3548,Auntie Mame (1958),comedy|drama,1958,Auntie Mame
3549,Guys and Dolls (1955),comedy|musical|romance,1955,Guys and Dolls
3550,The Hunger (1983),horror,1983,The Hunger
3551,Marathon Man (1976),crime|drama|thriller,1976,Marathon Man
3552,Caddyshack (1980),comedy,1980,Caddyshack
3553,Gossip (2000),drama|thriller,2000,Gossip
3554,Love and Basketball (2000),drama|romance,2000,Love and Basketball
3555,U-571 (2000),action|thriller|war,2000,U-571
3556,"Virgin Suicides, The (1999)",drama|romance,1999,"Virgin Suicides, The"
3557,Jennifer 8 (1992),mystery|thriller,1992,Jennifer 8
3559,Limelight (1952),comedy|drama|romance,1952,Limelight
3563,"Crow: Salvation, The (2000)",action|horror,2000,"Crow: Salvation, The"
3564,"Flintstones in Viva Rock Vegas, The (2000)",children|comedy,2000,"Flintstones in Viva Rock Vegas, The"
3565,Where the Heart Is (2000),comedy|drama,2000,Where the Heart Is
3566,"Big Kahuna, The (2000)",comedy|drama,2000,"Big Kahuna, The"
3567,Bossa Nova (2000),comedy|drama|romance,2000,Bossa Nova
3568,Smiling Fish and Goat on Fire (1999),comedy|romance,1999,Smiling Fish and Goat on Fire
3569,"Idiots, The (Idioterne) (1998)",comedy|drama,1998,"Idiots, The (Idioterne)"
3571,Time Code (2000),comedy|drama,2000,Time Code
3572,Carnosaur (1993),horror|sci-fi,1993,Carnosaur
3573,Carnosaur 2 (1995),horror|sci-fi,1995,Carnosaur 2
3574,Carnosaur 3: Primal Species (1996),horror|sci-fi,1996,Carnosaur 3: Primal Species
3576,"Hidden, The (1987)",action|horror|sci-fi,1987,"Hidden, The"
3577,Two Moon Junction (1988),drama|romance,1988,Two Moon Junction
3578,Gladiator (2000),action|adventure|drama,2000,Gladiator
3580,Up at the Villa (2000),drama,2000,Up at the Villa
3581,Human Traffic (1999),comedy,1999,Human Traffic
3584,Breathless (1983),action|drama|romance|thriller,1983,Breathless
3586,The Idolmaker (1980),drama|romance,1980,The Idolmaker
3587,Inferno (1980),horror,1980,Inferno
3590,"Lords of Flatbush, The (1974)",comedy|drama,1974,"Lords of Flatbush, The"
3591,Mr. Mom (1983),comedy|drama,1983,Mr. Mom
3592,"Time Masters (Maîtres du temps, Les) (1982)",animation|sci-fi,1982,"Time Masters (Maîtres du temps, Les)"
3593,Battlefield Earth (2000),action|sci-fi,2000,Battlefield Earth
3594,Center Stage (2000),drama|musical,2000,Center Stage
3596,Screwed (2000),comedy,2000,Screwed
3597,Whipped (2000),comedy,2000,Whipped
3598,Hamlet (2000),crime|drama|romance|thriller,2000,Hamlet
3599,Anchors Aweigh (1945),comedy|musical,1945,Anchors Aweigh
3604,Gypsy (1962),musical,1962,Gypsy
3606,On the Town (1949),comedy|musical|romance,1949,On the Town
3608,Pee-wee's Big Adventure (1985),adventure|comedy,1985,Pee-wee's Big Adventure
3609,Regret to Inform (1998),documentary,1998,Regret to Inform
3614,Honeymoon in Vegas (1992),comedy|romance,1992,Honeymoon in Vegas
3615,Dinosaur (2000),adventure|animation|children,2000,Dinosaur
3616,Loser (2000),comedy|romance,2000,Loser
3617,Road Trip (2000),comedy,2000,Road Trip
3618,Small Time Crooks (2000),comedy|crime,2000,Small Time Crooks
3619,"Hollywood Knights, The (1980)",comedy,1980,"Hollywood Knights, The"
3622,"Twelve Chairs, The (1970)",comedy,1970,"Twelve Chairs, The"
3623,Mission: Impossible II (2000),action|adventure|thriller,2000,Mission: Impossible II
3624,Shanghai Noon (2000),action|adventure|comedy|western,2000,Shanghai Noon
3625,Better Living Through Circuitry (1999),documentary,1999,Better Living Through Circuitry
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),comedy,1999,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women)
3627,Carnival of Souls (1962),horror|thriller,1962,Carnival of Souls
3628,Flying Tigers (1942),action|drama|romance|war,1942,Flying Tigers
3629,"Gold Rush, The (1925)",adventure|comedy|romance,1925,"Gold Rush, The"
3632,Monsieur Verdoux (1947),comedy|crime,1947,Monsieur Verdoux
3633,On Her Majesty's Secret Service (1969),action|adventure|romance|thriller,1969,On Her Majesty's Secret Service
3634,Seven Days in May (1964),thriller,1964,Seven Days in May
3635,"Spy Who Loved Me, The (1977)",action|adventure|thriller,1977,"Spy Who Loved Me, The"
3637,Vagabond (Sans toit ni loi) (1985),drama,1985,Vagabond (Sans toit ni loi)
3638,Moonraker (1979),action|adventure|sci-fi|thriller,1979,Moonraker
3639,"Man with the Golden Gun, The (1974)",action|adventure|thriller,1974,"Man with the Golden Gun, The"
3640,"King in New York, A (1957)",comedy|drama,1957,"King in New York, A"
3641,"Woman of Paris, A (1923)",drama,1923,"Woman of Paris, A"
3643,"Fighting Seabees, The (1944)",action|drama|war,1944,"Fighting Seabees, The"
3646,Big Momma's House (2000),comedy,2000,Big Momma's House
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",horror|sci-fi,1957,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)"
3649,American Gigolo (1980),drama,1980,American Gigolo
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",horror,1980,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)"
3653,"Endless Summer, The (1966)",documentary,1966,"Endless Summer, The"
3654,"Guns of Navarone, The (1961)",action|adventure|drama|war,1961,"Guns of Navarone, The"
3655,Blow-Out (La grande bouffe) (1973),drama,1973,Blow-Out (La grande bouffe)
3658,Quatermass and the Pit (1967),horror|sci-fi,1967,Quatermass and the Pit
3660,Puppet Master (1989),horror|sci-fi|thriller,1989,Puppet Master
3661,Puppet Master II (1991),horror|sci-fi|thriller,1991,Puppet Master II
3662,Puppet Master III: Toulon's Revenge (1991),horror|sci-fi|thriller,1991,Puppet Master III: Toulon's Revenge
3663,Puppet Master 4 (1993),horror|sci-fi|thriller,1993,Puppet Master 4
3664,Puppet Master 5: The Final Chapter (1994),horror|sci-fi|thriller,1994,Puppet Master 5: The Final Chapter
3667,Rent-A-Cop (1988),action|comedy|crime,1988,Rent-A-Cop
3668,Romeo and Juliet (1968),drama|romance,1968,Romeo and Juliet
3669,Stay Tuned (1992),comedy,1992,Stay Tuned
3671,Blazing Saddles (1974),comedy|western,1974,Blazing Saddles
3672,Benji (1974),adventure|children,1974,Benji
3673,Benji the Hunted (1987),adventure|children,1987,Benji the Hunted
3674,For the Love of Benji (1977),adventure|children|comedy|drama,1977,For the Love of Benji
3675,White Christmas (1954),comedy|musical|romance,1954,White Christmas
3676,Eraserhead (1977),drama|horror,1977,Eraserhead
3677,Baraka (1992),documentary,1992,Baraka
3678,"Man with the Golden Arm, The (1955)",drama,1955,"Man with the Golden Arm, The"
3679,"Decline of Western Civilization, The (1981)",documentary|musical,1981,"Decline of Western Civilization, The"
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",documentary,1988,"Decline of Western Civilization Part II: The Metal Years, The"
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),action|drama|thriller|western,1965,For a Few Dollars More (Per qualche dollaro in più)
3682,Magnum Force (1973),action|crime|drama|thriller,1973,Magnum Force
3683,Blood Simple (1984),crime|drama|film-noir,1984,Blood Simple
3684,"Fabulous Baker Boys, The (1989)",drama|romance,1989,"Fabulous Baker Boys, The"
3685,Prizzi's Honor (1985),comedy|drama|romance,1985,Prizzi's Honor
3686,Flatliners (1990),horror|sci-fi|thriller,1990,Flatliners
3687,Light Years (Gandahar) (1988),adventure|animation|fantasy|sci-fi,1988,Light Years (Gandahar)
3688,Porky's (1982),comedy,1982,Porky's
3689,Porky's II: The Next Day (1983),comedy,1983,Porky's II: The Next Day
3690,Porky's Revenge (1985),comedy,1985,Porky's Revenge
3691,Private School (1983),comedy,1983,Private School
3692,Class of Nuke 'Em High (1986),comedy|horror,1986,Class of Nuke 'Em High
3693,"Toxic Avenger, The (1985)",comedy|horror,1985,"Toxic Avenger, The"
3694,"Toxic Avenger, Part II, The (1989)",comedy|horror,1989,"Toxic Avenger, Part II, The"
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",comedy|horror,1989,"Toxic Avenger Part III: The Last Temptation of Toxie, The"
3696,Night of the Creeps (1986),comedy|horror|sci-fi|thriller,1986,Night of the Creeps
3697,Predator 2 (1990),action|sci-fi|thriller,1990,Predator 2
3698,"Running Man, The (1987)",action|sci-fi,1987,"Running Man, The"
3699,Starman (1984),adventure|drama|romance|sci-fi,1984,Starman
3700,"Brother from Another Planet, The (1984)",drama|sci-fi,1984,"Brother from Another Planet, The"
3701,Alien Nation (1988),crime|drama|sci-fi|thriller,1988,Alien Nation
3702,Mad Max (1979),action|adventure|sci-fi,1979,Mad Max
3703,"Road Warrior, The (Mad Max 2) (1981)",action|adventure|sci-fi|thriller,1981,"Road Warrior, The (Mad Max 2)"
3704,Mad Max Beyond Thunderdome (1985),action|adventure|sci-fi,1985,Mad Max Beyond Thunderdome
3705,Bird on a Wire (1990),action|comedy|romance,1990,Bird on a Wire
3706,Angel Heart (1987),film-noir|horror|mystery|thriller,1987,Angel Heart
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),drama|romance,1986,9 1/2 Weeks (Nine 1/2 Weeks)
3708,Firestarter (1984),horror|thriller,1984,Firestarter
3709,Sleepwalkers (1992),horror,1992,Sleepwalkers
3710,Action Jackson (1988),action|comedy|crime|thriller,1988,Action Jackson
3711,Sarafina! (1992),drama,1992,Sarafina!
3712,Soapdish (1991),comedy,1991,Soapdish
3713,"Long Walk Home, The (1990)",drama,1990,"Long Walk Home, The"
3714,Clara's Heart (1988),drama,1988,Clara's Heart
3715,Burglar (1987),comedy|crime,1987,Burglar
3716,Fatal Beauty (1987),action|comedy|crime|drama,1987,Fatal Beauty
3717,Gone in 60 Seconds (2000),action|crime,2000,Gone in 60 Seconds
3719,Love's Labour's Lost (2000),comedy|romance,2000,Love's Labour's Lost
3720,Sunshine (1999),drama,1999,Sunshine
3723,Hamlet (1990),drama,1990,Hamlet
3724,Coming Home (1978),drama|war,1978,Coming Home
3725,American Pop (1981),animation|musical,1981,American Pop
3726,Assault on Precinct 13 (1976),action|thriller,1976,Assault on Precinct 13
3727,Near Dark (1987),horror|western,1987,Near Dark
3728,One False Move (1992),crime|drama|film-noir|thriller,1992,One False Move
3729,Shaft (1971),action|crime|drama|thriller,1971,Shaft
3730,"Conversation, The (1974)",drama|mystery,1974,"Conversation, The"
3731,Cutter's Way (1981),drama|thriller,1981,Cutter's Way
3732,"Fury, The (1978)",horror,1978,"Fury, The"
3733,"Paper Chase, The (1973)",drama,1973,"Paper Chase, The"
3735,Serpico (1973),crime|drama,1973,Serpico
3736,"Ace in the Hole (Big Carnival, The) (1951)",drama,1951,"Ace in the Hole (Big Carnival, The)"
3737,Lonely Are the Brave (1962),drama|western,1962,Lonely Are the Brave
3738,"Sugarland Express, The (1974)",drama,1974,"Sugarland Express, The"
3739,Trouble in Paradise (1932),comedy|romance,1932,Trouble in Paradise
3740,Big Trouble in Little China (1986),action|adventure|comedy|fantasy,1986,Big Trouble in Little China
3741,Badlands (1973),crime|drama|thriller,1973,Badlands
3742,Battleship Potemkin (1925),drama|war,1925,Battleship Potemkin
3743,Boys and Girls (2000),comedy|romance,2000,Boys and Girls
3744,Shaft (2000),action|crime|thriller,2000,Shaft
3745,Titan A.E. (2000),action|adventure|animation|children|sci-fi,2000,Titan A.E.
3746,Butterfly (La lengua de las mariposas) (1999),drama,1999,Butterfly (La lengua de las mariposas)
3747,Jesus' Son (1999),drama,1999,Jesus' Son
3751,Chicken Run (2000),animation|children|comedy,2000,Chicken Run
3752,"Me, Myself & Irene (2000)",adventure|comedy,2000,"Me, Myself & Irene"
3753,"Patriot, The (2000)",action|drama|war,2000,"Patriot, The"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",adventure|animation|children|comedy|fantasy,2000,"Adventures of Rocky and Bullwinkle, The"
3755,"Perfect Storm, The (2000)",drama|thriller,2000,"Perfect Storm, The"
3756,"Golden Bowl, The (2000)",drama,2000,"Golden Bowl, The"
3758,Communion (1989),drama|sci-fi|thriller,1989,Communion
3760,"Kentucky Fried Movie, The (1977)",comedy,1977,"Kentucky Fried Movie, The"
3761,"Blood In, Blood Out (1993)",action|crime|drama|thriller,1993,"Blood In, Blood Out"
3763,F/X (1986),action|crime|thriller,1986,F/X
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),action|crime|thriller,1991,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion)
3765,"Hot Spot, The (1990)",crime|drama|romance,1990,"Hot Spot, The"
3766,Missing in Action (1984),action|war,1984,Missing in Action
3767,Missing in Action 2: The Beginning (1985),action|war,1985,Missing in Action 2: The Beginning
3768,Braddock: Missing in Action III (1988),action|war,1988,Braddock: Missing in Action III
3769,Thunderbolt and Lightfoot (1974),action,1974,Thunderbolt and Lightfoot
3770,Dreamscape (1984),horror|sci-fi|thriller,1984,Dreamscape
3771,The Golden Voyage of Sinbad (1973),action|adventure|fantasy,1973,The Golden Voyage of Sinbad
3773,House Party (1990),comedy,1990,House Party
3774,House Party 2 (1991),comedy|drama|romance,1991,House Party 2
3783,Croupier (1998),crime|drama,1998,Croupier
3784,"Kid, The (2000)",comedy|fantasy,2000,"Kid, The"
3785,Scary Movie (2000),comedy|horror,2000,Scary Movie
3786,But I'm a Cheerleader (1999),comedy,1999,But I'm a Cheerleader
3787,Shower (Xizao) (1999),comedy,1999,Shower (Xizao)
3788,Blow-Up (Blowup) (1966),drama|mystery,1966,Blow-Up (Blowup)
